Date;2024-12-03 17:35:26;Config settings;{'BrownianMotion': {'N': 20, 'x0': '10 * np.random.randn(N, 2)', 'mu': '0', 'D': '0.1', 'id': 'Targets'}, 'SimpleIntegrators': {'N': 10, 'x0': '10 * np.random.randn(N, 2)', 'id': 'Herders'}, 'integrator': {'dt': 0.05}, 'simulator': {'dt': 0.05, 'T': 50}, 'environment': {'dimensions': [50, 50]}, 'renderer': {'background_color': 'white', 'agent_colors': ['blue', 'red'], 'render_mode': 'pygame', 'render_dt': 0.05}, 'logger': {'log_freq': 0, 'save_freq': 10, 'comment_enable': False, 'log_path': '/../logs', 'log_name': ''}, 'repulsion': {'ity': 3, 'dis': 2.5}};Comment;
['Step', 0];['Population', 'Targets'];"['State', array([-11.85377453,  -1.10170503,   5.95089577,  11.21252367,
         3.36873381, -24.64647101,  13.80072746,  -0.32130006,
       -10.29742895, -16.90430902,  -3.12327149,  10.41273095,
        11.94017493,  -4.62045034,  -2.29283793,   0.25131094,
       -10.09854348,  -9.54603278,  -6.82632854, -11.32752876,
        -7.77822692,  -1.64286909,  -3.15120584, -14.98383065,
         9.1303766 ,  19.62443635,  -9.45427295,  10.75870748,
         1.37287617,   8.36263334,  -3.32485685,  14.41430418,
        -1.7240608 ,  -5.45368176,  16.68223551,  -4.37115735,
        18.841456  ,  -0.61474803,  -3.51268213,  -0.48215426])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['Population', 'Herders'];"['State', array([ 20.90296969,  11.710887  ,   6.46289074,   3.10709022,
        12.94840244,   9.50350072,  -0.61560078,   0.22979633,
       -10.05265172, -17.99529521,  -1.23639365,  11.87246665,
       -18.55582611,   0.80753575, -23.2753839 ,  11.94092782,
        10.71892185,  20.93570168,   4.65766044,   0.79744635])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 390];['Population', 'Targets'];"['State', array([ 5.32729529e+00,  1.68227275e+00, -2.11983580e-02, -3.74968369e-01,
       -1.10269962e-01, -4.37822140e-01, -2.33082043e-01, -6.48387155e-01,
        6.75758113e-03, -4.33983950e-01,  2.58650241e+00, -3.58818063e+00,
       -1.02074007e-02, -3.99179485e-01, -2.32252081e-01, -7.68711747e-01,
        7.72871093e+00,  1.89410896e+00, -6.26444324e-02, -4.02968372e-01,
       -6.87001738e-02, -4.54363199e-01,  2.97047417e+00, -2.92417913e+00,
       -2.05960079e-02, -4.38238895e-01,  4.99367893e-03, -3.83772897e-01,
       -2.64662815e-01, -6.78092924e-01, -1.91664637e-01, -5.41172613e-01,
        2.55921586e-03, -3.66235200e-01,  1.17116266e-01, -3.06399244e-01,
       -1.80279189e-01, -5.07174214e-01,  2.98182489e+00, -2.85457764e+00])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 7.90159187,  3.14286042,  4.56147669, -2.09773309,  3.86064587,
       -5.01848255, -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
        0.76953673, -1.71861087, -1.23357325,  0.94853018, -2.68064233,
        0.93402688,  4.43095266, -1.88917841, -2.5949986 , -3.88608357])]";"['Control input', array([ 3.75481434, -2.45915533, -1.53863014, -5.71245037, -1.61218014,
        1.15260604,  0.        ,  0.        ,  0.        ,  0.        ,
       -3.92133171, -1.1169721 ,  0.        ,  0.        ,  0.        ,
        0.        , -7.35904123,  3.13759656,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 400];['Population', 'Targets'];"['State', array([ 5.35900749,  1.68778416,  1.29474421, -0.15026942,  0.94720629,
       -0.36054393,  0.02263038, -0.46420043,  1.13019345, -0.36987357,
        1.24124953, -2.93442171,  1.23044442, -0.21154214, -0.23335926,
       -0.44449101,  7.0857404 ,  0.59160764,  1.01037594, -0.34044372,
        0.92717776, -0.3133655 ,  1.27055725, -2.69127542,  1.01399014,
       -0.32998188,  1.14193209, -0.22285004, -0.08752703, -0.41927562,
        0.46482097, -0.49547922,  1.00280351, -0.29995988,  1.3186129 ,
       -0.17100056,  0.58464743, -0.48402804,  1.33518129, -2.61637368])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 8.49510588,  1.57327123,  2.85076157, -3.63760612,  2.56142738,
       -4.17241666, -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
       -0.48143137, -1.63022509,  0.58384762,  0.48525439, -2.68064233,
        0.93402688,  4.23630332, -2.44106289, -2.5949986 , -3.88608357])]";"['Control input', array([-0.3236834 , -2.84140699, -3.45547257, -0.91566435, -2.66826476,
       -0.17934599,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  6.22947666, -2.05917534,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 410];['Population', 'Targets'];"['State', array([ 5.38759562,  1.7117754 ,  1.58720669, -1.94338543,  0.6404141 ,
       -1.72754469,  0.45514865,  0.33970999,  1.01058023, -1.78150554,
        0.45979587, -2.07752433,  1.75467013, -1.91948616,  0.14361605,
        0.7664104 ,  6.07969474,  0.28755134,  0.82245395, -1.70181135,
        0.65207497, -1.5834207 ,  0.52961954, -2.02407444,  0.68578736,
       -1.71945073,  1.18566654, -1.80172026,  0.14331147,  0.80651866,
        0.49990265, -1.15475436,  0.71472033, -1.65927955,  1.51128214,
       -1.87718576,  0.5277272 , -1.4995939 ,  0.52335971, -2.09433621])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 7.87839515,  0.69526569,  1.69877328, -3.51441541,  2.56142738,
       -4.17241666, -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
       -0.87686351,  0.2860877 ,  2.48317627, -1.44564605, -2.68064233,
        0.93402688,  4.23630332, -2.44106289, -2.5949986 , -3.88608357])]";"['Control input', array([-1.61159067, -1.148267  , -2.42233916,  0.55088702,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        3.13337159,  5.80662224,  1.23605163, -4.40467656,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 420];['Population', 'Targets'];"['State', array([ 5.00412031,  1.7668749 ,  0.93596816, -0.80102693,  0.58862788,
       -1.48098239,  0.94572423,  0.62144224,  0.81998   , -0.87178634,
       -0.45064454, -2.92389854,  1.08183581, -0.55484326,  0.49194945,
        1.21587555,  5.2017889 ,  0.10860561,  0.8665155 , -0.8443816 ,
        0.78220104, -0.84823171,  0.56228476, -2.31790988,  0.72299282,
       -1.07166131,  0.86590416, -0.73643261,  0.5193296 ,  1.1369838 ,
        0.94344674, -0.60839074,  0.74846942, -0.85880307,  1.03207655,
       -0.60237271,  0.65308094, -1.26201243,  0.54511496, -2.04409572])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 6.88048223,  1.25353447,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
       -0.02647789, -2.81584805,  2.18384539, -2.01622541, -1.29384893,
        1.48794747,  4.23630332, -2.44106289, -2.5949986 , -3.88608357])]";"['Control input', array([-2.11922706,  3.06936929,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
       -0.61187061, -4.47061862, -1.72429002,  0.06758189,  7.69223182,
        3.12664638,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 430];['Population', 'Targets'];"['State', array([ 4.32604704,  1.85326959,  0.65209497, -0.3118164 ,  0.0440189 ,
       -0.42682632,  1.45007715, -0.14858291,  0.38890048, -0.31239768,
       -0.77983407, -1.2702086 ,  0.65089162, -0.32870278,  1.54262753,
        0.12753365,  4.76074678, -0.28245004,  0.51409154, -0.33275007,
        0.31451897, -0.35507292, -0.26117639, -0.59819775,  0.23052038,
       -0.35005498,  0.47818111, -0.37526009,  1.54857426,  0.13473226,
        0.63377795, -0.28839024,  0.29679735, -0.31287395,  0.6951844 ,
       -0.26659687,  0.11886647, -0.38949743, -0.16861432, -0.64824227])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 6.29660474,  0.51597059,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  0.35083155, -2.32419795,  1.53599966,
        1.39007789,  4.23630332, -2.44106289, -2.5949986 , -3.88608357])]";"['Control input', array([-0.7643102 , -2.93454056,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        , -5.94793633, -0.824485  ,  4.3361952 ,
       -3.10570904,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 440];['Population', 'Targets'];"['State', array([ 3.62313668,  2.14251858,  0.2840809 ,  0.01515946,  0.06245082,
        0.21947937,  0.72522987, -1.10449134,  0.14698281,  0.18042082,
       -0.46482558,  0.33342458,  0.2795707 , -0.0699157 ,  0.80491854,
       -1.17180326,  4.36791769,  0.12709342,  0.30515853, -0.01490081,
        0.21081829,  0.12831869, -0.0920463 ,  0.29531396,  0.13242663,
        0.15952504,  0.23838508,  0.0622551 ,  0.73713792, -1.10698675,
        0.27847841, -0.06731126,  0.12634647,  0.17484667,  0.36748792,
       -0.10900531,  0.04045304,  0.24379364, -0.01921631,  0.34692375])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 5.38537808,  2.08285451,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328, -1.30487671, -0.83711216,  2.10789929,
       -0.88679628,  5.02830334, -1.19492458, -2.5949986 , -3.88608357])]";"['Control input', array([-1.93281711,  2.30982257,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        , -1.37506301,  5.39680217, -1.28378618,
       -4.23701414,  2.22054795,  4.2010891 ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 450];['Population', 'Targets'];"['State', array([ 2.57028355,  1.94130539,  1.20113881,  0.21493392,  1.33994197,
        0.375218  , -0.29424928, -0.7994624 ,  1.31115564,  0.35894521,
        1.23890311,  0.81756981,  1.12184539,  0.06974616, -0.29306838,
       -0.82895586,  3.13565503,  0.63766162,  1.34314493,  0.24570165,
        1.25144461,  0.18651063,  1.16681908,  0.2650143 ,  1.30546454,
        0.20893947,  1.18313232,  0.17625752, -0.28061379, -0.79755814,
        1.26141624,  0.11331936,  1.24528837,  0.22100169,  1.19349877,
        0.0757966 ,  1.20160351,  0.3099226 ,  1.23734048,  0.36942973])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.30312938,  2.61305271,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  0.32891661,  1.34801488,  0.48630171,
       -2.02675532,  4.95403139,  0.32123481, -2.5949986 , -3.88608357])]";"['Control input', array([-2.14422835,  0.44139652,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  5.68038117,  1.45837976, -3.99733775,
       -0.35436594, -1.6070683 ,  1.7740113 ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 460];['Population', 'Targets'];"['State', array([ 2.85810711,  0.96984678,  1.65892636, -0.06823078,  1.97886936,
       -0.23270648, -0.52788004,  0.39995962,  1.97621462, -0.15866228,
        2.20254858, -0.02004877,  1.71144171, -0.12000449, -0.60230691,
        0.47523456,  2.49343912, -0.04514822,  1.8456135 , -0.15077133,
        1.94492202, -0.2433968 ,  1.70962385, -0.04244364,  1.87282395,
       -0.21142607,  1.76621321, -0.05082066, -0.56321159,  0.46122317,
        2.00296458, -0.26949807,  1.92938498, -0.17960098,  1.81174699,
       -0.07270798,  1.8612613 , -0.09885212,  1.87310689, -0.14218949])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.09382454,  2.04962744,  1.18874081,
       -0.94868189,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  3.86266411, -1.16515205,  8.89410008,
        3.15161788,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 470];['Population', 'Targets'];"['State', array([1.24347807, 0.97817317, 0.96759998, 0.88210046, 1.20082206,
       0.85227402, 0.0948573 , 0.71890304, 1.15695263, 0.79613314,
       1.29409547, 0.8596139 , 1.06685556, 0.95560797, 0.08191082,
       0.77648604, 1.50493973, 0.62701874, 1.15278984, 0.90128319,
       1.22948803, 0.84038045, 0.99899601, 0.93207388, 1.1201506 ,
       0.89037515, 1.00582106, 0.83802838, 0.0476136 , 0.79502512,
       1.1584369 , 0.77032335, 1.18233482, 0.80618731, 1.10652989,
       1.03597589, 1.08825128, 0.83890486, 1.18525049, 0.92164632])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -1.39985625,  0.79955402, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  3.03879475,
        0.30730754,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  4.08480012,  4.26466855,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        , -0.4558575 ,
        2.54452364,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 480];['Population', 'Targets'];"['State', array([ 0.95156823, -0.05133067,  0.82328145, -0.15890306,  0.78748801,
       -0.2656978 ,  0.57133263, -0.41547188,  0.84896792, -0.25931883,
        0.79759058, -0.27776542,  1.01762668,  0.08680035,  0.53051217,
       -0.36193827,  0.80112709, -0.44846199,  0.94654149, -0.1393927 ,
        0.87550294, -0.09716608,  0.82252744, -0.18727022,  0.81880837,
       -0.1033295 ,  0.76753246, -0.22541372,  0.66758204, -0.40233903,
        0.75763812, -0.19268996,  0.90107949, -0.28635416,  0.93733723,
        0.02534756,  0.78193077, -0.2177984 ,  0.91692587, -0.14393843])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  1.33270303,  1.30058531, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  3.44880844, -2.34802902,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 490];['Population', 'Targets'];"['State', array([-0.46327901, -0.82365767, -0.45731445, -0.88361164, -0.56208136,
       -0.90126723, -0.4927146 , -0.8621705 , -0.34745243, -0.9736906 ,
       -0.53201119, -0.84496335, -0.47304451, -0.62486297, -0.54845755,
       -0.91254862, -0.23832912, -1.31466692, -0.37720142, -1.04005808,
       -0.54040762, -0.83381896, -0.48133983, -0.82561312, -0.52269287,
       -0.77812185, -0.33518483, -1.05306367, -0.50708758, -0.94669352,
       -0.51713558, -0.84710755, -0.4069165 , -1.04409805, -0.4612115 ,
       -0.93544941, -0.50275758, -0.88251837, -0.45123333, -0.88315466])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  0.88842088, -1.47827719, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        , -3.46467477, -4.06393681,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 500];['Population', 'Targets'];"['State', array([-0.82884985,  0.39889369, -1.08519774,  0.48765528, -1.16460381,
        0.43261244, -1.24899611,  0.37514317, -0.91636369,  0.39903889,
       -1.22457812,  0.37947898, -0.77000354,  0.51341261, -1.3529501 ,
        0.40518593, -1.018419  ,  0.40479289, -1.06313951,  0.42000662,
       -1.24286333,  0.49287437, -1.14738934,  0.4839915 , -1.14668803,
        0.45634326, -1.15351049,  0.45423353, -1.24484919,  0.44181198,
       -1.17623535,  0.44924176, -1.12263142,  0.45302866, -1.21680097,
        0.3559749 , -1.04576427,  0.41401086, -1.14036005,  0.40954196])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -1.58040216, -0.81845841, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        , -3.58204622,  4.33286546,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 510];['Population', 'Targets'];"['State', array([ 0.29586805,  0.87405033,  0.12246056,  1.17248193,  0.04765977,
        1.30429168,  0.01888462,  1.24031472,  0.2108616 ,  0.89196803,
        0.09190551,  1.3175892 ,  0.21756281,  1.00220428, -0.04945653,
        1.36424866,  0.21309832,  1.15102746,  0.17635983,  0.96427523,
       -0.01621612,  1.42054971,  0.0340239 ,  1.21828982,  0.04490563,
        1.2316625 ,  0.09963124,  1.16553478, -0.00903925,  1.28954496,
        0.07589965,  1.29728249,  0.20140109,  1.13928504,  0.01508955,
        1.30719291,  0.13196431,  1.23498285,  0.1196928 ,  1.27806445])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -1.34917157,  1.57833934, -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 3.66198265, 3.9091382 , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 520];['Population', 'Targets'];"['State', array([ 0.47981103,  0.01293822,  0.49394494,  0.13581612,  0.59673589,
        0.27966061,  0.57020436,  0.20411695,  0.4090285 ,  0.03503705,
        0.53058465,  0.2305031 ,  0.38568792,  0.02531344,  0.52263192,
        0.20115458,  0.50391327,  0.15557537,  0.38002938, -0.00735055,
        0.5886875 ,  0.37624226,  0.41130519,  0.1677911 ,  0.5087941 ,
        0.19093424,  0.48614725,  0.09446286,  0.48269258,  0.11816375,
        0.4127295 ,  0.25964905,  0.40568895,  0.1719409 ,  0.44875113,
        0.20282389,  0.55454165,  0.13019605,  0.54989434,  0.19125513])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  0.73129266,  1.9403083 , -0.06223364, -4.38318505,
       -1.13194255, -3.13647328,  3.40331921,  1.6780167 ,  2.66321177,
        0.85643081,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  3.05657794, -1.88527635,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
